detector,modality,call_id,slice,scenario,label,transcript,score,pred,outcome,T,I,F,E,XM,V,cold,warmth,n_words,density,p1,band,decision
tree(frozen),text,fssaud_36378,easy-harm,,1,"네 여보세요? 네 여보세요? 네 네, 씨 맞습니까? 아 맞는데요? 네 서울시방경찰청 군륜 본대 수사팀 김순혜 수사관입니다 네 네 번인 앞으로 일단 사크님소서 연락드렸는데 잠시 통화는 안하십니까? 네, 그건 뭔데요? 네 혹시 네 혹시 네 혹시 네 혹시 하고는 어떤 사이입니까? 모르는데요 사람은 네? 모르는데요? 전혀 모르시는 사이입니까? 네 네 왜냐하면 저희 특별 수사팀에서 뼈 도모로 된 공룡사기 입단이 되면 첩파였습니다 이 사람은 살았다고요? 네, 이들을 첩파 현장에서 지금 달양이 통장하고 신형카드를 앞서 했는데 지금 구성에서 지금 선생님 맹위로때는 군미운원에 하고 농회분행계자가 포함이들에 있어서 사시업을 확인차 연락드리는 겁니다 군미운원이요? 네 네 군미운원은 왜 그렇게 아쉽지 않습니까? 군미운원에 하고 농회분행계자가 새로 대신 못 전해 모르시는 내용십니까? 아 이게 있는데 통장 같은 경우에는 3월 3일에 서울 정서 새로 계셔도 있었습니다 네 번인 집조계에서 하신 겁니까? 아니요, 서울에 가면 이런 논문되네 아, 뼈 씨는 뼈 씨한 번이 맞습니까? 네, 맞아요 통장이 지금 범주자들 손에서 약 3일 동안 보통장으로 지금 상의죠 이미 6초만이나 되는 불법자음이 3타지 왔습니다 보통이 범주자 같은데요? 제가요?",0.9997,1,TP,0,0,0,0,0,0,0,0,157,5.73,,,
tree(frozen),text,synth_hh_42,synth-hard-harm,투자리딩,1,네 괜찮아요 잠시만요 다른 분들은 벌써 다 들어와 계세요 잠시만요 이번 건은 거의 확실하게 재미 보실 수 있어요 아 예 반갑습니다 자리가 얼마 안 남아서 서두르시는 게 좋아요 고객님만 조용히 진행하시면 문제없어요 아 예 반갑습니다 잠시만요 그럼요 당연하죠 아 그렇죠 아 네 그 부분은 이해했어요 예 계속 얘기하셔도 돼요 네 여보세요 아 예 알겠어요 아 그렇죠 예 계속 얘기하셔도 돼요 저도 그렇게 생각했어요 그렇게 하는 게 좋겠네요 그러시군요 아 예 반갑습니다 아 네 그 부분은 이해했어요 그러셨어요 아 그렇죠 아 예 시간 괜찮아요 음 그러네요 그러셨어요 네 괜찮아요 아 그런 일이 있으셨구나 천천히 얘기해 주셔도 돼요 아 예 시간 괜찮아요 아 네 그 부분은 이해했어요 아 네 그 부분은 이해했어요 아 그렇죠 아 그런 일이 있으셨구나 네 여보세요 음 그러네요 저도 그렇게 생각했어요 천천히 얘기해 주셔도 돼요 음 그러네요 아 네 그 부분은 이해했어요 예 한번 볼게요 아 네 그 부분은 이해했어요 네 맞아요 잠시만요 천천히 얘기해 주셔도 돼요 그럼요 당연하죠 그렇게 하는 게 좋겠네요 천천히 얘기해 주셔도 돼요 그러셨어요 그러셨어요 아 그런 일이 있으셨구나 네 맞아요,0.9817,1,TP,0,0,0,0,0,0,0,0,167,0.0,,,
tree(frozen),text,synth_hh_197,synth-hard-harm,기관사칭,1,위에서 한번 확인해 보라고 내려온 건이 있어서요 아 예 반갑습니다 아 그렇죠 다른 분들도 이렇게 해결하고 계세요 공공기관 확인 부서에서 연락드렸는데요 화면에 떠 있는 그 숫자만 저한테 읽어주시면 제가 처리해요 저도 그렇게 생각했어요 아 예 알겠어요 아 그런 일이 있으셨구나 천천히 얘기해 주셔도 돼요 천천히 얘기해 주셔도 돼요 그러셨어요 그러시군요 네 맞아요 네 괜찮아요 천천히 얘기해 주셔도 돼요 아 네 그 부분은 이해했어요 그러셨어요 아 네 그 부분은 이해했어요 아 그런 일이 있으셨구나 그러시군요 아 예 알겠어요 저도 그렇게 생각했어요 그럼요 당연하죠 아 네 그 부분은 이해했어요 음 그러네요 천천히 얘기해 주셔도 돼요 그러시군요 천천히 얘기해 주셔도 돼요 네 여보세요 음 그러네요 그럼요 당연하죠 네 여보세요 예예 듣고 있어요 그러셨어요 천천히 얘기해 주셔도 돼요 네 괜찮아요 네 맞아요 예 한번 볼게요 아 예 알겠어요 그럼요 당연하죠 네 여보세요 그러시군요 음 그러네요 잠시만요 아 네 그 부분은 이해했어요 그러셨어요 네 괜찮아요 네 괜찮아요 잠시만요 예예 듣고 있어요 아 네 그 부분은 이해했어요 예 계속 얘기하셔도 돼요 네 맞아요 네 맞아요 그렇게 하는 게 좋겠네요 아 예 알겠어요 그러셨어요 네 괜찮아요 아 예 시간 괜찮아요 아 그렇죠 저도 그렇게 생각했어요 네 맞아요 예 계속 얘기하셔도 돼요 천천히 얘기해 주셔도 돼요 음 그러네요 천천히 얘기해 주셔도 돼요 그러시군요 그러시군요 네 맞아요 저도 그렇게 생각했어요 그렇게 하는 게 좋겠네요 네 맞아요 예 계속 얘기하셔도 돼요 예 계속 얘기하셔도 돼요 천천히 얘기해 주셔도 돼요 아 예 시간 괜찮아요 아 그렇죠 아 그렇죠 예 한번 볼게요 잠시만요 아 그런 일이 있으셨구나 그렇게 하는 게 좋겠네요,0.997,1,TP,0,0,0,0,0,0,0,0,239,0.0,,,
tree(frozen),text,synth_hb_172,synth-hard-benign,증권,0,아 그런 일이 있으셨구나 급하게 결정 안 하셔도 되니 편하게 보세요 수수료는 이번 이벤트로 면제되세요 본인 인증 절차만 마치시면 진행돼요 아 그렇죠 저도 그렇게 생각했어요 계좌 개설은 비대면으로도 가능하세요 아 그런 일이 있으셨구나 잠시만요 음 그러네요 그렇게 하는 게 좋겠네요 아 그렇죠 아 예 시간 괜찮아요 네 여보세요 아 그렇죠 네 괜찮아요 잠시만요 음 그러네요 그러시군요 예 계속 얘기하셔도 돼요 아 예 반갑습니다 천천히 얘기해 주셔도 돼요 아 예 시간 괜찮아요 아 그런 일이 있으셨구나 예 한번 볼게요 그러시군요 아 네 그 부분은 이해했어요 예예 듣고 있어요 예 계속 얘기하셔도 돼요 아 네 그 부분은 이해했어요 네 괜찮아요 예 한번 볼게요 아 예 시간 괜찮아요 그러시군요 아 그렇죠 잠시만요 아 예 알겠어요 그렇게 하는 게 좋겠네요 예예 듣고 있어요 아 그런 일이 있으셨구나 천천히 얘기해 주셔도 돼요 잠시만요 네 괜찮아요 그러셨어요 네 괜찮아요 그렇게 하는 게 좋겠네요 잠시만요 아 네 그 부분은 이해했어요 아 네 그 부분은 이해했어요 네 맞아요 아 네 그 부분은 이해했어요 그러셨어요 그렇게 하는 게 좋겠네요 네 맞아요,0.9873,1,FP,0,0,0,0,0,0,0,0,162,2.47,,,
tree(frozen),text,emotion_dialog_03763,hard-benign,,0,[AI-Hub transcript redacted — rebuild per docs/DATA_ACCESS.md],0.693,0,TN,0,0,0,0,0,0,0,0,276,2.9,,,
tree(frozen),text,synth_hb_173,synth-hard-benign,관공서,0,그렇게 하는 게 좋겠네요 네 주민센터 민원 상담입니다 방문 안 하셔도 처리되는 건이라 편하세요 천천히 얘기해 주셔도 돼요 필요하시면 안내문 메일로 보내드릴게요 처리 기간은 보통 이삼일 정도 걸려요 천천히 얘기해 주셔도 돼요 예 계속 얘기하셔도 돼요 그렇게 하는 게 좋겠네요 잠시만요 예 계속 얘기하셔도 돼요 예 한번 볼게요 아 예 알겠어요 아 네 그 부분은 이해했어요 예 계속 얘기하셔도 돼요 아 그렇죠 음 그러네요 아 예 반갑습니다 아 네 그 부분은 이해했어요 네 맞아요 그러셨어요 예 계속 얘기하셔도 돼요 아 그런 일이 있으셨구나 그러셨어요 아 예 반갑습니다 예 한번 볼게요 예 계속 얘기하셔도 돼요 아 네 그 부분은 이해했어요 아 예 알겠어요 아 예 반갑습니다 네 여보세요 아 예 알겠어요 아 예 알겠어요 잠시만요 예 계속 얘기하셔도 돼요 네 맞아요 음 그러네요 그렇게 하는 게 좋겠네요 그렇게 하는 게 좋겠네요 예 한번 볼게요 그러시군요 아 그렇죠 그렇게 하는 게 좋겠네요 예예 듣고 있어요 아 예 반갑습니다 그럼요 당연하죠 저도 그렇게 생각했어요 아 그렇죠 아 그렇죠 그러시군요 아 예 반갑습니다 예 계속 얘기하셔도 돼요 예 계속 얘기하셔도 돼요 그러셨어요 아 그렇죠 그렇게 하는 게 좋겠네요 예예 듣고 있어요 아 그렇죠 네 맞아요 예 계속 얘기하셔도 돼요 아 예 알겠어요 네 괜찮아요 아 예 알겠어요 아 그렇죠 그럼요 당연하죠 예 한번 볼게요 그럼요 당연하죠 예 계속 얘기하셔도 돼요 예 계속 얘기하셔도 돼요 네 맞아요 예 계속 얘기하셔도 돼요 그럼요 당연하죠 아 그렇죠 네 여보세요 그러시군요 그러시군요 그러셨어요 아 예 반갑습니다 예예 듣고 있어요 아 예 시간 괜찮아요 그러시군요 네 맞아요 천천히 얘기해 주셔도 돼요 예 계속 얘기하셔도 돼요 저도 그렇게 생각했어요 네 괜찮아요 아 그런 일이 있으셨구나 저도 그렇게 생각했어요 아 예 시간 괜찮아요 네 여보세요 네 괜찮아요 네 괜찮아요,0.9969,1,FP,0,0,0,0,0,0,0,0,268,0.37,,,
tree(frozen),text,synth_hh_47,synth-hard-harm,택배사칭,1,아 예 시간 괜찮아요 고객님 앞으로 온 물건이 하나 반송될 뻔했더라고요 세관 쪽에 걸려 있는 게 있어서 제가 확인 도와드려요 아 예 알겠어요 화면에 뜨는 숫자 몇 자리만 저한테 알려주시면 풀려요 저도 그렇게 생각했어요 조금만 늦으면 저도 도와드리기 어려워져요 아 예 시간 괜찮아요 예 한번 볼게요 아 예 알겠어요 그렇게 하는 게 좋겠네요 네 여보세요 예예 듣고 있어요 그러셨어요 아 예 반갑습니다 아 예 시간 괜찮아요 예 한번 볼게요 네 맞아요 저도 그렇게 생각했어요 아 네 그 부분은 이해했어요 아 네 그 부분은 이해했어요 예예 듣고 있어요 네 여보세요 아 그런 일이 있으셨구나 그럼요 당연하죠 예예 듣고 있어요 저도 그렇게 생각했어요 그러시군요 예예 듣고 있어요 천천히 얘기해 주셔도 돼요 음 그러네요 저도 그렇게 생각했어요 그러셨어요 아 그렇죠 예 한번 볼게요 네 여보세요 네 여보세요 아 예 반갑습니다 네 맞아요 잠시만요 아 예 시간 괜찮아요 아 예 시간 괜찮아요 예 계속 얘기하셔도 돼요 아 예 반갑습니다 그럼요 당연하죠 잠시만요 네 여보세요 저도 그렇게 생각했어요 예 한번 볼게요 아 그런 일이 있으셨구나 네 맞아요 예예 듣고 있어요 예 한번 볼게요 아 예 시간 괜찮아요 그러시군요 예예 듣고 있어요 아 그렇죠 그러시군요 네 괜찮아요 아 예 반갑습니다 아 그런 일이 있으셨구나 그렇게 하는 게 좋겠네요 아 예 시간 괜찮아요 그러셨어요 그럼요 당연하죠 저도 그렇게 생각했어요 네 여보세요 아 그렇죠,0.9959,1,TP,0,0,0,0,0,0,0,0,206,0.0,,,
tree(frozen),text,synth_hb_150,synth-hard-benign,배송,0,재배송은 원하시는 날짜로 잡아드릴 수 있어요 아 네 그 부분은 이해했어요 급하게 안 하셔도 되니 편하실 때 확인하세요 궁금하신 점 있으면 언제든 문의 주세요 고객님 택배 배송 안내 도와드리는 상담원입니다 그럼요 당연하죠 그러시군요 예 계속 얘기하셔도 돼요 그러셨어요 아 그런 일이 있으셨구나 천천히 얘기해 주셔도 돼요 저도 그렇게 생각했어요 저도 그렇게 생각했어요 저도 그렇게 생각했어요 네 맞아요 음 그러네요 예 한번 볼게요 네 괜찮아요 예예 듣고 있어요 아 그렇죠 아 예 반갑습니다 잠시만요 네 괜찮아요 아 네 그 부분은 이해했어요 그렇게 하는 게 좋겠네요 아 예 시간 괜찮아요 그러시군요 네 맞아요 그러시군요 음 그러네요 아 예 시간 괜찮아요 저도 그렇게 생각했어요 아 예 시간 괜찮아요 아 예 반갑습니다 잠시만요 천천히 얘기해 주셔도 돼요 그럼요 당연하죠 예예 듣고 있어요 그럼요 당연하죠 네 괜찮아요 예예 듣고 있어요 아 그렇죠 아 예 시간 괜찮아요 천천히 얘기해 주셔도 돼요 천천히 얘기해 주셔도 돼요 그렇게 하는 게 좋겠네요 네 맞아요 음 그러네요 아 네 그 부분은 이해했어요 예 계속 얘기하셔도 돼요 아 그렇죠 아 예 알겠어요 아 예 시간 괜찮아요 그렇게 하는 게 좋겠네요 그렇게 하는 게 좋겠네요 음 그러네요 그렇게 하는 게 좋겠네요 아 그런 일이 있으셨구나 음 그러네요 그러셨어요 천천히 얘기해 주셔도 돼요 음 그러네요 예예 듣고 있어요 잠시만요 아 예 반갑습니다 잠시만요 예예 듣고 있어요 음 그러네요 아 예 시간 괜찮아요 저도 그렇게 생각했어요 네 맞아요 그러셨어요 아 예 알겠어요 예 한번 볼게요 예예 듣고 있어요 그러셨어요 네 괜찮아요 저도 그렇게 생각했어요 아 그런 일이 있으셨구나 아 네 그 부분은 이해했어요 음 그러네요 예예 듣고 있어요 예 계속 얘기하셔도 돼요 천천히 얘기해 주셔도 돼요 네 괜찮아요 예 계속 얘기하셔도 돼요 네 맞아요 아 그런 일이 있으셨구나 예 계속 얘기하셔도 돼요 예예 듣고 있어요 그럼요 당연하죠 음 그러네요 그러셨어요 아 예 알겠어요 그러셨어요 아 예 시간 괜찮아요 아 네 그 부분은 이해했어요 저도 그렇게 생각했어요 그렇게 하는 게 좋겠네요 저도 그렇게 생각했어요 네 여보세요 아 예 알겠어요 예 계속 얘기하셔도 돼요,0.9954,1,FP,0,0,0,0,0,0,0,0,308,0.32,,,
tree(frozen),text,emotion_dialog_00679,easy-benign,,0,[AI-Hub transcript redacted — rebuild per docs/DATA_ACCESS.md],0.9943,1,FP,0,0,0,0,0,0,0,0,191,1.05,,,
tree(frozen),text,emotion_dialog_03534,hard-benign,,0,[AI-Hub transcript redacted — rebuild per docs/DATA_ACCESS.md],0.9735,0,TN,0,0,0,0,0,0,0,0,233,3.43,,,
tree(frozen),text,synth_hh_131,synth-hard-harm,가족사칭,1,네 괜찮아요 예 한번 볼게요 지갑을 잃어버려서 내 걸로는 아무것도 못 하고 있어 링크 하나 보낼 테니까 거기 뜨는 대로만 좀 해줘 엄마한테만 부탁하는 거야 다른 사람한텐 말 안 했어 아 그런 일이 있으셨구나 저도 그렇게 생각했어요 엄마 나야 폰이 고장나서 다른 번호로 연락해 잠시만요 네 맞아요 잠시만요 아 그런 일이 있으셨구나 천천히 얘기해 주셔도 돼요 그럼요 당연하죠 아 예 알겠어요 그러셨어요 예예 듣고 있어요 아 네 그 부분은 이해했어요 아 예 알겠어요 그럼요 당연하죠 아 네 그 부분은 이해했어요 네 여보세요 그럼요 당연하죠 그러셨어요 천천히 얘기해 주셔도 돼요 예 한번 볼게요 네 맞아요 아 네 그 부분은 이해했어요 아 네 그 부분은 이해했어요 그럼요 당연하죠 아 그런 일이 있으셨구나 그러셨어요 아 그런 일이 있으셨구나 저도 그렇게 생각했어요 아 예 반갑습니다 아 그렇죠 그러셨어요 예 한번 볼게요 그러시군요 아 네 그 부분은 이해했어요 아 예 시간 괜찮아요 예 계속 얘기하셔도 돼요 네 맞아요 음 그러네요 네 여보세요 예 계속 얘기하셔도 돼요 네 맞아요 그러시군요 그럼요 당연하죠 그러시군요 네 맞아요 아 그렇죠 그렇게 하는 게 좋겠네요,0.9971,1,TP,0,0,0,0,0,0,0,0,165,0.0,,,
tree(frozen),text,synth_hh_191,synth-hard-harm,지인사칭,1,네 맞아요 천천히 얘기해 주셔도 돼요 제 걸로는 도무지 아무것도 안 돼서 부탁드리는 거예요 그럼요 당연하죠 그럼요 당연하죠 아 예 반갑습니다 예예 듣고 있어요 그러시군요 잠깐 처리할 게 있는데 좀 도와주실 수 있을까요 부장님 저예요 폰이 망가져서 다른 걸로 연락드려요 링크 하나 보낼 테니 거기 뜨는 대로만 좀 해주세요 그렇게 하는 게 좋겠네요 음 그러네요 아 그렇죠 잠시만요 아 그렇죠 잠시만요 아 예 시간 괜찮아요 예 한번 볼게요 아 예 시간 괜찮아요 저도 그렇게 생각했어요 네 맞아요 예 한번 볼게요 그렇게 하는 게 좋겠네요 음 그러네요 그렇게 하는 게 좋겠네요 아 예 알겠어요 아 네 그 부분은 이해했어요 네 여보세요 네 여보세요 아 그렇죠 저도 그렇게 생각했어요 아 그런 일이 있으셨구나 아 예 반갑습니다 그러셨어요 아 그런 일이 있으셨구나 아 그렇죠 아 그런 일이 있으셨구나 그러셨어요 음 그러네요 아 그렇죠 예예 듣고 있어요 예 한번 볼게요 그러셨어요 그럼요 당연하죠 그렇게 하는 게 좋겠네요 아 네 그 부분은 이해했어요 아 그렇죠 아 예 시간 괜찮아요 저도 그렇게 생각했어요 천천히 얘기해 주셔도 돼요 그렇게 하는 게 좋겠네요 네 여보세요 아 예 시간 괜찮아요 아 네 그 부분은 이해했어요 예예 듣고 있어요 그러시군요 아 그런 일이 있으셨구나 잠시만요 아 네 그 부분은 이해했어요 예 계속 얘기하셔도 돼요 아 네 그 부분은 이해했어요 잠시만요 예예 듣고 있어요 그러셨어요 아 네 그 부분은 이해했어요 네 맞아요 아 그렇죠 그럼요 당연하죠 예 계속 얘기하셔도 돼요 네 여보세요 아 예 알겠어요 그렇게 하는 게 좋겠네요 네 괜찮아요 아 예 반갑습니다 음 그러네요 그러시군요 아 예 반갑습니다 그렇게 하는 게 좋겠네요 아 그렇죠 예 계속 얘기하셔도 돼요 네 맞아요 예 계속 얘기하셔도 돼요 그럼요 당연하죠 음 그러네요 그럼요 당연하죠 아 그런 일이 있으셨구나,0.9948,1,TP,0,0,0,0,0,0,0,0,265,0.0,,,
tree(frozen),text,synth_hh_50,synth-hard-harm,지인사칭,1,잠깐 처리할 게 있는데 좀 도와주실 수 있을까요 링크 하나 보낼 테니 거기 뜨는 대로만 좀 해주세요 부장님 저예요 폰이 망가져서 다른 걸로 연락드려요 예예 듣고 있어요 조금 서둘러 주셔야 될 것 같아요 여유가 없어서요 저도 그렇게 생각했어요 아 예 알겠어요 그렇게 하는 게 좋겠네요 그럼요 당연하죠 그러시군요 네 맞아요 예 계속 얘기하셔도 돼요 예예 듣고 있어요 네 맞아요 예 한번 볼게요 아 예 알겠어요 음 그러네요 음 그러네요 그러셨어요 저도 그렇게 생각했어요 그러셨어요 아 예 시간 괜찮아요 네 괜찮아요 네 괜찮아요 아 그런 일이 있으셨구나 예예 듣고 있어요 그렇게 하는 게 좋겠네요 예 계속 얘기하셔도 돼요 아 예 시간 괜찮아요 저도 그렇게 생각했어요 예 한번 볼게요 그러셨어요 아 그런 일이 있으셨구나 아 그렇죠 저도 그렇게 생각했어요 예예 듣고 있어요 잠시만요 네 맞아요 그렇게 하는 게 좋겠네요 아 예 시간 괜찮아요 그럼요 당연하죠 음 그러네요 네 괜찮아요 잠시만요 네 맞아요 저도 그렇게 생각했어요 그러시군요 아 예 시간 괜찮아요 음 그러네요 아 그렇죠 천천히 얘기해 주셔도 돼요 예 계속 얘기하셔도 돼요 네 여보세요 예 계속 얘기하셔도 돼요 네 여보세요 예 계속 얘기하셔도 돼요 아 그렇죠 네 여보세요 그럼요 당연하죠 아 예 알겠어요 네 괜찮아요 예 한번 볼게요 천천히 얘기해 주셔도 돼요 예예 듣고 있어요 그러시군요 네 여보세요 천천히 얘기해 주셔도 돼요 예 한번 볼게요,0.996,1,TP,0,0,0,0,0,0,0,0,203,0.0,,,
tree(frozen),text,emotion_dialog_03420,easy-benign,,0,[AI-Hub transcript redacted — rebuild per docs/DATA_ACCESS.md],0.908,0,TN,0,0,0,0,0,0,0,0,331,0.91,,,
tree(frozen),text,synth_hh_161,synth-hard-harm,지원금사칭,1,그럼요 당연하죠 예예 듣고 있어요 저도 그렇게 생각했어요 네 맞아요 고객님 조건이면 금액이 꽤 크게 잡히시더라고요 예예 듣고 있어요 제가 도와드리면 오래 안 걸리고 나와요 네 괜찮아요 예예 듣고 있어요 나라에서 나오는 지원 대상이신데 아직 안 받으셨더라고요 아 예 반갑습니다 서류 같은 복잡한 건 제가 다 해드려요 아 네 그 부분은 이해했어요 그렇게 하는 게 좋겠네요 네 여보세요 아 네 그 부분은 이해했어요 그러셨어요 아 예 알겠어요 그럼요 당연하죠 네 맞아요 아 예 반갑습니다 아 예 반갑습니다 천천히 얘기해 주셔도 돼요 아 그렇죠 천천히 얘기해 주셔도 돼요 네 여보세요 네 여보세요 그러셨어요 아 예 알겠어요 아 네 그 부분은 이해했어요 저도 그렇게 생각했어요 아 예 시간 괜찮아요 그러시군요 아 예 반갑습니다 네 괜찮아요 아 네 그 부분은 이해했어요 예 계속 얘기하셔도 돼요 예예 듣고 있어요 아 예 시간 괜찮아요 아 예 알겠어요 예예 듣고 있어요 네 여보세요 그러시군요 그러셨어요 네 괜찮아요 네 맞아요 예 한번 볼게요 아 예 반갑습니다 네 괜찮아요 아 그렇죠 예 한번 볼게요 아 예 반갑습니다 예 계속 얘기하셔도 돼요 네 여보세요 아 예 알겠어요 예 한번 볼게요 그러시군요 잠시만요 아 예 반갑습니다 저도 그렇게 생각했어요 그러셨어요 아 예 시간 괜찮아요 아 그런 일이 있으셨구나 그러시군요 아 예 알겠어요 네 여보세요 예 한번 볼게요 잠시만요 잠시만요 예 계속 얘기하셔도 돼요 아 예 반갑습니다 아 예 시간 괜찮아요 예 한번 볼게요 아 그렇죠 네 여보세요 그러시군요 음 그러네요 네 여보세요 그러셨어요 잠시만요 음 그러네요 네 맞아요 그럼요 당연하죠 예예 듣고 있어요 그럼요 당연하죠 잠시만요 그러시군요 예 계속 얘기하셔도 돼요 네 맞아요 잠시만요 아 예 알겠어요 네 괜찮아요 저도 그렇게 생각했어요 저도 그렇게 생각했어요 그렇게 하는 게 좋겠네요 그렇게 하는 게 좋겠네요 그럼요 당연하죠 아 그런 일이 있으셨구나 저도 그렇게 생각했어요 아 네 그 부분은 이해했어요 네 맞아요 예 계속 얘기하셔도 돼요 아 그렇죠,0.9991,1,TP,0,0,0,0,0,0,0,0,285,0.0,,,
tree(frozen),text,emotion_dialog_04469,easy-benign,,0,[AI-Hub transcript redacted — rebuild per docs/DATA_ACCESS.md],0.9948,1,FP,0,0,0,0,0,0,0,0,276,1.45,,,
Bllossom-B3(public-finetuned),text,synth_hb_25,synth-hard-benign,카드,0,명의 확인은 간단하게 끝나세요 안녕하세요 카드 상담 담당입니다 연회비랑 수수료 안내부터 도와드릴게요 제일 유리한 혜택으로 안내해 드릴게요 아 예 알겠어요 네 맞아요 그러셨어요 아 네 그 부분은 이해했어요 아 예 알겠어요 예 계속 얘기하셔도 돼요 아 그렇죠 아 그렇죠 그렇게 하는 게 좋겠네요 그러셨어요 그렇게 하는 게 좋겠네요 그렇게 하는 게 좋겠네요 잠시만요 그럼요 당연하죠 네 맞아요 저도 그렇게 생각했어요 잠시만요 아 예 반갑습니다 아 그렇죠 예예 듣고 있어요 그럼요 당연하죠 아 네 그 부분은 이해했어요 네 괜찮아요 그러셨어요 아 그런 일이 있으셨구나 그럼요 당연하죠 그럼요 당연하죠 네 여보세요 그러셨어요 아 그렇죠 아 그렇죠 아 예 반갑습니다 천천히 얘기해 주셔도 돼요 그럼요 당연하죠 예 계속 얘기하셔도 돼요 예 계속 얘기하셔도 돼요 네 맞아요 아 그렇죠 천천히 얘기해 주셔도 돼요 아 예 반갑습니다 네 여보세요 아 예 시간 괜찮아요 아 예 알겠어요 저도 그렇게 생각했어요 그러셨어요 그러시군요 그럼요 당연하죠 아 그렇죠 네 맞아요 아 예 시간 괜찮아요 아 네 그 부분은 이해했어요 아 그런 일이 있으셨구나 네 맞아요 음 그러네요 천천히 얘기해 주셔도 돼요 천천히 얘기해 주셔도 돼요 아 네 그 부분은 이해했어요 그러시군요 그렇게 하는 게 좋겠네요 그러셨어요 잠시만요 아 그렇죠 아 예 반갑습니다 그러셨어요 아 예 시간 괜찮아요 네 여보세요 아 네 그 부분은 이해했어요 아 예 반갑습니다 그러시군요 네 여보세요 네 맞아요 저도 그렇게 생각했어요 예 계속 얘기하셔도 돼요 천천히 얘기해 주셔도 돼요 천천히 얘기해 주셔도 돼요 네 여보세요 그렇게 하는 게 좋겠네요 예 한번 볼게요 네 여보세요 아 네 그 부분은 이해했어요 천천히 얘기해 주셔도 돼요 그렇게 하는 게 좋겠네요 음 그러네요 그러셨어요 아 그렇죠 네 여보세요 예 한번 볼게요 천천히 얘기해 주셔도 돼요 네 맞아요 예 계속 얘기하셔도 돼요 저도 그렇게 생각했어요 잠시만요 네 맞아요 네 맞아요 아 예 알겠어요 아 그런 일이 있으셨구나 잠시만요 네 맞아요 네 맞아요 예예 듣고 있어요 아 그렇죠 잠시만요 네 맞아요,0.0,0,TN,0,0,0,0,0,0,0,0,291,1.03,,,
Bllossom-B3(public-finetuned),text,synth_hb_121,synth-hard-benign,통신,0,그렇게 하는 게 좋겠네요 명의 변경은 인증 한 번이면 처리돼요 고객님 통신 요금 상담센터입니다 요금제는 계좌 이체로 등록해 두시면 편하세요 저도 그렇게 생각했어요 아 예 시간 괜찮아요 예예 듣고 있어요 결정은 편하실 때 하셔도 됩니다 아 예 시간 괜찮아요 그러시군요 예 한번 볼게요 아 예 반갑습니다 아 그렇죠 네 괜찮아요 아 그렇죠 아 예 시간 괜찮아요 음 그러네요 그러셨어요 그럼요 당연하죠 아 예 반갑습니다 아 예 알겠어요 그러셨어요 아 예 알겠어요 예 계속 얘기하셔도 돼요 네 여보세요 아 그렇죠 저도 그렇게 생각했어요 아 그렇죠 예 계속 얘기하셔도 돼요 그러시군요 그렇게 하는 게 좋겠네요 아 네 그 부분은 이해했어요 네 여보세요 아 그런 일이 있으셨구나 네 맞아요 아 그런 일이 있으셨구나 아 예 반갑습니다 네 괜찮아요 예 한번 볼게요 저도 그렇게 생각했어요 그럼요 당연하죠 아 네 그 부분은 이해했어요 그러시군요 네 맞아요 네 여보세요 네 괜찮아요 그럼요 당연하죠 그러시군요 예 한번 볼게요 잠시만요 예 한번 볼게요 그럼요 당연하죠 저도 그렇게 생각했어요 아 예 알겠어요 그렇게 하는 게 좋겠네요 아 예 시간 괜찮아요 예 계속 얘기하셔도 돼요 아 그런 일이 있으셨구나 네 여보세요 그럼요 당연하죠 음 그러네요 그럼요 당연하죠 아 예 알겠어요 그렇게 하는 게 좋겠네요 아 그런 일이 있으셨구나 아 예 시간 괜찮아요 음 그러네요 천천히 얘기해 주셔도 돼요 아 예 반갑습니다 아 예 반갑습니다 예 계속 얘기하셔도 돼요 예예 듣고 있어요 천천히 얘기해 주셔도 돼요 예 계속 얘기하셔도 돼요 예예 듣고 있어요 천천히 얘기해 주셔도 돼요 아 네 그 부분은 이해했어요 아 예 시간 괜찮아요,0.0,0,TN,0,0,0,0,0,0,0,0,235,2.13,,,
